uid,literate,attended_school,highest_school_lvl,preschool,now_enrolled,now_attending,past_enrolled,past_attending,now_not_attend_reason,now_not_enroll_reason,past_not_attend_reason,past_not_enroll_reason,finish_school_age,younger_19,public_private_school,school_transportation_time,school_transportation_vehicle,school_transportation_cost,school_expenses,poverty_score
571_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
440_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
813_5_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,6.0
44_6_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
46_1_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
176_2_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
282_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
371_4_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
422_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
424_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
434_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
442_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
554_3_3,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
828_8_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
102_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
535_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
546_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
595_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,6.0
553_11_1,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,2.0
284_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
366_12_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
370_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
493_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
546_10_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
553_3_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
626_3_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
748_8_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
203_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,6.0
263_9_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,7.0
280_8_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,21.0,2.0,,,,,,9.0
495_4_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,36.0,2.0,,,,,,7.0
63_2_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
180_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
423_5_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
423_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
800_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
62_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
804_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,6.0
589_4_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,3.0
134_8_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
252_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
256_5_3,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
262_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
280_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
368_10_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
432_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
473_6_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
491_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
617_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
776_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
776_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,2.0
133_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
191_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
285_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
340_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
397_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
423_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
607_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
617_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
550_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
551_6_1,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
593_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
793_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
33_4_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
173_1_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
362_4_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
376_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
397_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
433_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
436_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
467_4_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
572_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
716_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
772_8_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
600_2_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,8.0
800_8_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
361_7_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,6.0
389_5_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,4.0
135_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
182_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
183_8_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
274_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
280_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
282_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
346_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
440_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
597_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
652_7_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
831_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
429_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
804_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
131_3_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,4.0
123_12_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
171_7_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
173_7_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
253_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
362_7_1,True,1,5.0,3.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
424_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
547_6_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
552_6_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
594_5_2,True,1,2.0,3.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
663_7_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
689_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
809_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
477_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
262_6_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
263_2_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
85_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
86_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
143_10_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,2.0,14.0,2.0,,,,,,1.0
183_3_2,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
284_6_1,False,1,1.0,0.0,1.0,2.0,2.0,,2.0,,,2.0,14.0,2.0,,,,,,6.0
367_4_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
370_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
396_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
397_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
435_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
607_2_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
654_1_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
365_8_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
553_7_1,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
688_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,6.0
773_4_2,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,2.0
86_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
106_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
172_5_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
273_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
283_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
374_4_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
394_10_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
432_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
605_10_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
656_1_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
703_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
180_2_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
734_7_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,9.0
176_8_3,True,1,6.0,2.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,7.0
547_3_1,True,1,6.0,1.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,4.0
434_6_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,7.0
180_8_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,8.0,2.0,,,,,,1.0
811_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
135_2_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
241_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
271_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
363_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
369_2_2,True,1,1.0,0.0,1.0,2.0,2.0,,2.0,,,2.0,14.0,2.0,,,,,,4.0
370_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
411_2_1,True,1,1.0,0.0,2.0,,2.0,,,12.0,,2.0,14.0,2.0,,,,,,5.0
528_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
588_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
608_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
651_2_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
651_4_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
652_6_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
679_6_2,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
774_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
551_7_2,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
688_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,6.0
42_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,3.0
552_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,2.0
627_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,6.0
3_3_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
49_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
102_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
107_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
173_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
198_1_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
395_3_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
395_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
433_1_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
548_1_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
595_8_1,True,1,2.0,3.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
722_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
724_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
776_7_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,2.0,18.0,2.0,,,,,,6.0
252_1_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
774_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
284_5_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,7.0
284_10_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
388_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,4.0
369_6_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,5.0
83_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
86_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
132_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
256_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
377_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
397_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
423_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
572_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
573_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
605_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
624_2_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
657_6_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
364_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
45_5_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
48_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
154_1_3,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
172_3_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
362_3_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
414_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
421_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
423_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
502_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
802_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
259_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,6.0
390_2_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,3.0
397_3_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,6.0
635_6_2,True,1,6.0,2.0,2.0,,2.0,,,2.0,,2.0,43.0,2.0,,,,,,5.0
168_6_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
172_6_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
198_3_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
278_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
280_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
368_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
396_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
424_2_2,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
572_9_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
545_2_2,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
180_5_1,True,1,4.0,3.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,5.0
169_4_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
170_1_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
177_12_4,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
241_3_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
260_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
262_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
369_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
496_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
630_10_2,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
720_11_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
748_2_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
805_6_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
830_10_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
544_11_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,2.0
605_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
341_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
384_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
395_5_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
411_4_1,True,1,1.0,1.0,2.0,,2.0,,,12.0,,2.0,14.0,2.0,,,,,,7.0
426_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
492_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
589_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
604_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
651_3_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
656_3_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
789_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
834_9_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
510_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
608_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
802_9_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
252_4_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,5.0
34_2_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
