uid,highest_school_lvl,preschool,school_transportation_time,school_transportation_cost,school_expenses,not_attend_reason,school_type_1.0,school_type_3.0,transport_2.0,transport_4.0,transport_5.0,sex,age,time_away,lives_with_partner,lives_with_parent,parents_education,num_parents_alive
828_8_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,False,True,2.145104895104895,0
102_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,2,True,True,2.145104895104895,0
535_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,4.0,0
546_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,True,False,2.0,2
595_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,True,False,6.0,1
553_11_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,2.0,2
284_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,1.5,2
366_12_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,2.0,1
370_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,2.0,2
493_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,1.5,2
546_10_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,True,False,3.0,2
553_3_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,True,False,2.0,2
626_3_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,True,False,3.0,1
748_8_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,40,0,True,False,3.0,2
203_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,False,False,1.5,1
263_9_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,True,2.145104895104895,0
280_8_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,2.0,2
495_4_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,40,0,True,False,5.5,0
63_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,True,False,2.0,2
180_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,True,False,3.0,2
423_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,True,False,2.0,0
423_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.0,2
800_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,False,False,1.0,1
62_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,False,False,1.0,2
804_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,True,False,2.0,2
589_4_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.0,1
134_8_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,True,False,2.0,2
252_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,3.5,2
256_5_3,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,True,2.145104895104895,0
262_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.5,2
280_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.0,2
368_10_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.0,2
432_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.0,1
473_6_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,41,0,True,False,2.0,2
491_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,1.0,2
617_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,3.0,1
776_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.0,1
776_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,41,0,True,False,2.5,2
133_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,2.5,2
191_9_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,2.0,1
285_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,1.5,1
340_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,False,False,2.0,1
397_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,False,False,3.0,1
423_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,2.0,1
607_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,1.0,1
617_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,2.0,1
550_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,2.0,0
551_6_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,3.5,1
593_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,3.0,2
793_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,3.0,1
33_4_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,False,False,3.0,2
173_1_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,2.0,2
362_4_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,1.0,0
376_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,2.5,1
397_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,3.0,1
433_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,False,False,2.0,2
436_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,2.0,2
467_4_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,True,2.145104895104895,0
572_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,1.0,1
716_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,2.5,2
772_8_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,42,0,True,False,3.0,1
600_2_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,False,False,5.0,2
800_8_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,2.0,2
361_7_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,3.0,1
389_5_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,42,0,True,False,3.5,2
135_9_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,True,False,2.0,1
182_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,1.0,2
183_8_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,True,2.145104895104895,0
274_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,1.0,1
280_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,True,2.145104895104895,0
282_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
346_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,1.0,1
440_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
597_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,1.0,1
652_7_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,0
831_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,True,False,2.5,2
429_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,1.0,0
804_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,3,False,False,1.0,2
131_3_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,True,False,3.0,2
123_12_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
171_7_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,False,False,3.0,0
173_7_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,True,False,6.5,1
253_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,4.0,2
362_7_1,4,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
424_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
547_6_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
552_6_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,True,False,2.0,1
594_5_2,2,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,True,False,2.5,2
663_7_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,0
689_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
809_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,43,0,False,True,2.145104895104895,0
477_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.0,2
262_6_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,2.5,0
263_2_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,43,0,True,False,3.0,2
85_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,3.0,0
86_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,True,2.145104895104895,0
143_10_2,1,0.0,40.0,0.0,732169.0,3,False,False,False,False,False,2,44,0,True,False,2.0,1
183_3_2,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,3.0,2
284_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,1.0,1
367_4_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.0,1
370_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.0,2
396_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.0,0
397_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,3.0,2
435_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.5,2
607_2_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,1.0,2
654_1_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,1.0,1
365_8_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,2.5,2
553_7_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.0,2
688_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,10.0,2
773_4_2,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,2.5,2
86_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,3.0,2
106_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,10.0,1
172_5_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,4.0,1
273_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,1.0,2
283_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.0,0
374_4_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,2.5,1
394_10_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,True,2.145104895104895,0
432_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,True,2.145104895104895,0
605_10_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,2.0,2
656_1_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,False,False,2.0,0
703_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,5.0,2
180_2_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,2.5,1
734_7_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,3.0,2
176_8_3,5,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,True,False,4.5,2
547_3_1,5,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,44,0,False,True,2.145104895104895,0
434_6_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,44,0,True,False,1.5,0
180_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,1.0,0
811_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,False,False,1.0,0
135_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.0,2
241_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,1.0,0
271_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,False,False,2.0,1
363_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.5,1
369_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.0,1
370_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,0
411_2_1,1,0.0,40.0,0.0,732169.0,2,False,False,False,False,False,1,45,0,True,False,1.5,0
528_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,False,False,2.5,0
588_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,2
608_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,1.5,0
651_2_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,True,2.145104895104895,0
651_4_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,1.0,1
652_6_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,1
679_6_2,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.5,0
774_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.0,1
551_7_2,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.0,0
688_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,10.0,1
42_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,0
552_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.0,2
627_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,1.0,1
3_3_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,False,True,2.145104895104895,0
49_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.5,1
102_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.5,2
107_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,1
173_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,2.0,1
198_1_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,3.0,1
395_3_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,True,2.145104895104895,0
395_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.5,1
433_1_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,5.5,2
548_1_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,3.0,2
595_8_1,2,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,1
722_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,5.0,1
724_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,4.0,1
776_7_1,2,1.0,40.0,0.0,732169.0,3,False,False,False,False,False,1,45,0,True,False,2.5,2
252_1_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,True,2.145104895104895,0
774_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,45,0,True,False,3.0,1
284_5_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,1.5,0
284_10_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,0
388_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,False,2.0,2
369_6_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,45,0,True,True,2.145104895104895,0
83_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,3.0,0
86_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,0
132_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.0,2
256_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,1.0,0
377_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,1
397_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,1
423_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,False,False,3.0,0
572_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,False,False,2.0,2
573_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.0,0
605_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,0
624_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.0,2
657_6_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,1.0,0
364_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,False,False,2.5,0
45_5_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,False,False,2.0,0
48_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,3.0,1
154_1_3,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.0,0
172_3_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.0,2
362_3_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,1.5,0
414_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,2
421_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,0
423_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,1
502_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,1.5,1
802_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.0,2
259_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.5,1
390_2_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,2.0,2
397_3_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,46,0,True,False,3.0,1
635_6_2,5,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,46,0,True,False,2.5,0
168_6_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,5.5,2
172_6_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,2.5,1
198_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,1.0,2
278_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,3.0,2
280_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,1.0,2
368_12_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,2.0,0
396_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,2.0,1
424_2_2,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,2.0,1
572_9_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,1.5,2
545_2_2,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,2.0,1
180_5_1,4,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,2.0,1
169_4_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,6.5,2
170_1_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,2.5,2
177_12_4,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,True,2.145104895104895,0
241_3_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,2.5,2
260_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,1.5,2
262_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,3.5,0
369_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,1.0,0
496_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,2.5,1
630_10_2,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,3.5,1
720_11_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,False,3.0,1
748_2_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,8.0,1
805_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,47,0,True,False,2.0,1
830_10_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,False,False,1.5,2
544_11_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,47,0,True,True,2.145104895104895,0
605_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.5,1
341_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,False,False,2.0,2
384_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.0,1
395_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,2.0,1
411_4_1,1,1.0,40.0,0.0,732169.0,2,False,False,False,False,False,1,48,0,True,False,2.0,2
426_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.0,2
492_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.0,1
589_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.0,1
604_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,True,2.145104895104895,0
651_3_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,True,2.145104895104895,0
656_3_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.0,1
789_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,False,False,1.5,0
834_9_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.5,0
510_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,False,False,2.0,0
608_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.0,1
802_9_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,2.0,2
252_4_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,True,2.145104895104895,0
34_2_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,1.0,0
132_8_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,2.0,1
241_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.5,2
269_2_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,True,2.145104895104895,0
285_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.0,2
296_10_1,2,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.5,0
392_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.0,2
429_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,True,2.145104895104895,0
467_11_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,False,False,1.5,0
548_6_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,2.0,2
549_1_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,2.0,1
550_6_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,2.0,1
672_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,True,2.145104895104895,0
802_5_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,1.5,1
473_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.0,1
509_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,1.0,0
522_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,48,0,True,False,4.5,2
130_7_2,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,48,0,True,False,3.0,2
12_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,False,True,2.145104895104895,0
61_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,False,False,1.0,1
65_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,49,0,True,True,2.145104895104895,0
132_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,49,0,True,False,1.0,1
