uid,poverty_score,sex,family_role,age,marital_status,spouse_lives,time_away,lives_with_mom,moms_education,mom_alive,lives_with_dad,dad_education,dad_alive
208_4_1,2.0,1,1,29,1.0,1.0,0,2,3.0,1.0,2,4.0,1.0
209_4_3,4.0,2,4,40,5.0,,0,1,,,1,,
209_7_1,8.0,1,1,34,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
210_3_1,8.0,1,1,40,1.0,1.0,1,2,5.0,1.0,2,5.0,1.0
210_4_1,6.0,1,1,40,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
210_5_3,8.0,1,4,38,1.0,1.0,3,1,,,1,,
212_5_2,3.0,2,2,20,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
213_2_1,2.0,1,1,33,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
215_4_1,4.0,2,1,23,1.0,2.0,0,2,3.0,1.0,2,3.0,1.0
229_2_1,3.0,2,1,38,2.0,2.0,0,2,1.0,1.0,2,1.0,1.0
229_6_1,3.0,1,1,36,1.0,1.0,0,1,,,1,,
233_10_5,4.0,2,4,18,5.0,,0,1,,,1,,
235_7_1,3.0,1,1,38,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
236_1_3,2.0,2,4,16,5.0,,0,1,,,2,10.0,2.0
240_1_1,3.0,1,1,49,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
240_3_1,5.0,1,1,30,1.0,1.0,1,1,,,1,,
240_4_2,5.0,2,2,59,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
240_5_1,4.0,1,1,39,1.0,1.0,1,2,8.0,1.0,2,3.0,1.0
240_6_1,5.0,1,1,52,1.0,1.0,0,2,3.0,1.0,2,1.0,1.0
240_10_1,3.0,1,1,55,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
240_12_1,3.0,1,1,54,1.0,1.0,0,1,,,1,,
241_2_1,3.0,1,1,60,1.0,1.0,0,1,,,2,1.0,2.0
241_3_1,4.0,1,1,47,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
241_4_1,4.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
241_7_1,5.0,1,1,64,1.0,1.0,1,2,1.0,1.0,2,1.0,2.0
241_8_1,3.0,1,1,45,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
242_2_2,6.0,2,2,34,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
242_3_2,6.0,2,2,34,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
242_7_2,5.0,2,2,74,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
242_8_1,5.0,2,1,84,4.0,,0,2,2.0,2.0,2,2.0,2.0
242_9_1,6.0,1,1,58,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
242_11_1,6.0,1,1,57,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
243_3_1,4.0,1,1,52,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
243_4_1,5.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
243_6_1,4.0,1,1,62,5.0,,0,2,1.0,2.0,2,1.0,2.0
243_9_1,3.0,2,1,92,4.0,,0,2,1.0,2.0,2,1.0,2.0
243_11_1,5.0,1,1,61,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
244_2_1,7.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
245_1_1,4.0,1,1,59,1.0,1.0,0,2,2.0,2.0,2,1.0,1.0
245_7_1,7.0,1,1,59,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
246_4_1,3.0,1,1,32,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
248_5_1,8.0,1,1,83,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
248_7_1,6.0,2,1,69,4.0,,0,2,1.0,1.0,2,1.0,2.0
248_8_1,6.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
248_9_1,2.0,1,1,33,1.0,1.0,0,2,5.0,1.0,2,3.0,1.0
251_1_2,3.0,1,4,53,1.0,1.0,0,1,,,2,3.0,2.0
252_1_1,4.0,1,1,45,1.0,1.0,0,1,,,2,2.0,2.0
252_2_1,4.0,1,1,41,1.0,1.0,0,2,4.0,1.0,2,3.0,1.0
252_3_1,4.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
252_4_1,5.0,1,1,48,1.0,1.0,0,1,,,1,,
252_5_1,5.0,1,1,59,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
252_6_1,5.0,1,1,83,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
252_7_1,4.0,1,1,65,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
253_1_1,3.0,1,1,72,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
253_3_1,4.0,2,1,73,4.0,,6,2,2.0,2.0,2,2.0,2.0
253_5_1,3.0,1,1,50,1.0,1.0,0,2,10.0,1.0,2,7.0,2.0
253_7_1,4.0,1,1,43,1.0,1.0,0,2,3.0,1.0,2,5.0,1.0
254_1_1,3.0,1,1,56,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
254_7_1,4.0,1,1,30,1.0,1.0,0,2,10.0,1.0,2,10.0,1.0
254_9_1,5.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
255_4_1,4.0,1,1,51,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
255_6_1,5.0,1,1,66,1.0,1.0,0,2,3.0,2.0,2,4.0,2.0
255_7_1,5.0,1,1,61,1.0,1.0,0,2,3.0,2.0,2,5.0,2.0
255_8_1,6.0,1,1,35,1.0,1.0,0,2,3.0,1.0,2,9.0,1.0
256_5_3,6.0,1,4,41,1.0,1.0,0,1,,,1,,
256_6_1,4.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
256_10_1,3.0,1,1,46,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
256_12_1,3.0,2,1,75,4.0,,0,2,1.0,2.0,2,1.0,2.0
257_4_1,4.0,2,1,63,2.0,2.0,0,2,3.0,2.0,2,5.0,2.0
257_7_1,4.0,1,1,73,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
257_9_1,3.0,1,1,61,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
257_10_1,3.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
257_12_1,4.0,1,1,49,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
259_1_1,6.0,1,1,46,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
259_2_1,2.0,1,1,57,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
259_5_1,4.0,2,1,73,4.0,,0,2,2.0,2.0,2,2.0,2.0
259_6_1,4.0,2,1,79,4.0,,0,2,5.0,2.0,2,2.0,2.0
259_7_1,4.0,2,1,84,4.0,,0,2,2.0,2.0,2,2.0,2.0
259_11_1,6.0,2,1,67,4.0,,0,2,2.0,2.0,2,2.0,2.0
260_2_1,5.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
260_4_1,6.0,1,1,49,1.0,1.0,0,1,,,1,,
260_5_1,3.0,1,1,55,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
260_6_1,7.0,1,1,61,1.0,1.0,0,2,4.0,2.0,2,2.0,2.0
260_8_1,6.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
260_9_1,7.0,1,1,47,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
260_12_1,4.0,1,1,57,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
262_1_1,7.0,1,1,66,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
262_2_1,6.0,1,1,50,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
262_3_1,4.0,1,1,47,1.0,1.0,0,2,5.0,2.0,2,2.0,2.0
262_5_1,6.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
262_6_1,8.0,1,1,43,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
262_7_1,1.0,1,1,60,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
262_8_1,4.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
262_12_1,6.0,1,1,36,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
263_1_1,6.0,1,1,49,1.0,1.0,0,1,,,2,1.0,2.0
263_2_1,5.0,1,1,43,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
263_4_1,1.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
263_7_1,6.0,1,1,56,1.0,1.0,1,2,1.0,2.0,2,2.0,2.0
263_8_1,7.0,1,1,50,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
263_9_1,7.0,1,1,40,1.0,1.0,0,1,,,2,9.0,2.0
264_2_1,5.0,1,1,59,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
264_6_1,4.0,1,1,33,1.0,1.0,0,1,,,2,3.0,2.0
264_7_1,3.0,2,1,50,4.0,,0,2,2.0,1.0,2,2.0,2.0
264_10_2,4.0,2,1,52,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
265_1_1,6.0,1,1,43,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
265_2_1,5.0,1,1,37,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
265_3_1,5.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
265_4_1,5.0,2,1,61,4.0,,0,2,3.0,2.0,2,3.0,2.0
265_5_1,4.0,2,1,60,4.0,,0,2,2.0,2.0,2,2.0,2.0
265_7_1,5.0,1,1,63,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
265_8_1,4.0,1,1,30,1.0,1.0,0,2,3.0,1.0,2,4.0,1.0
266_2_1,4.0,1,1,61,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
266_3_1,5.0,1,1,77,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
266_4_1,3.0,1,1,66,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
266_7_1,6.0,1,1,58,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
267_4_1,5.0,1,1,39,1.0,1.0,0,1,,,2,1.0,2.0
267_5_1,4.0,1,1,56,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
267_6_1,4.0,1,1,60,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
267_9_1,4.0,1,1,26,5.0,,0,1,,,2,1.0,2.0
268_1_1,3.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
268_4_1,3.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
268_5_1,3.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
268_7_1,4.0,1,1,68,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
268_8_1,4.0,1,1,68,1.0,1.0,0,1,,,2,1.0,2.0
268_12_1,4.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
269_2_1,4.0,1,1,48,1.0,1.0,0,1,,,1,,
269_3_1,5.0,1,1,60,1.0,2.0,0,2,1.0,2.0,2,1.0,2.0
269_5_1,5.0,1,1,53,1.0,1.0,0,2,7.0,2.0,2,7.0,2.0
269_6_2,4.0,2,2,49,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
269_7_1,4.0,1,1,76,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
270_4_2,6.0,2,2,50,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
270_5_2,6.0,2,2,64,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
270_6_2,5.0,2,2,34,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
270_9_2,6.0,2,2,52,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
271_1_2,6.0,1,4,59,1.0,1.0,0,2,2.0,2.0,1,,
271_4_1,4.0,1,1,45,5.0,,0,2,2.0,1.0,2,2.0,2.0
271_5_2,6.0,2,2,54,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
271_7_2,5.0,2,2,78,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
271_9_2,5.0,2,2,69,1.0,1.0,2,2,2.0,2.0,2,2.0,2.0
272_2_1,4.0,1,1,49,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
272_5_1,4.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
272_6_1,4.0,1,1,37,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
272_8_1,5.0,1,1,58,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
272_9_1,4.0,1,1,26,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
273_3_1,6.0,1,1,36,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
273_4_1,4.0,1,1,24,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
273_5_1,4.0,1,1,44,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
273_8_1,5.0,1,1,23,1.0,1.0,0,1,,,2,3.0,2.0
274_1_1,5.0,1,1,38,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
274_2_1,5.0,1,1,43,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
274_3_1,4.0,1,1,50,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
274_4_1,6.0,1,1,66,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
276_3_1,4.0,1,1,34,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
277_9_1,7.0,1,1,36,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
278_1_1,2.0,1,1,61,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
278_4_1,5.0,1,1,32,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
278_5_1,6.0,1,1,47,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
280_1_1,8.0,1,1,43,1.0,1.0,0,1,,,1,,
280_2_1,6.0,1,1,33,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
280_3_1,7.0,1,1,47,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
280_4_1,7.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
280_5_1,8.0,1,1,49,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
280_6_1,7.0,1,1,29,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
280_8_1,9.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
281_1_1,9.0,1,1,53,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
281_2_1,7.0,1,1,61,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
281_3_1,8.0,1,1,27,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
281_4_1,7.0,1,1,30,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
282_1_1,6.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
282_2_1,8.0,1,1,29,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
282_3_1,8.0,1,1,37,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
282_5_1,8.0,1,1,69,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
282_6_1,7.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
282_7_1,7.0,1,1,79,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
282_8_1,7.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
283_2_1,8.0,1,1,44,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
283_4_1,8.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
283_5_1,8.0,2,1,56,4.0,,0,2,1.0,2.0,2,1.0,2.0
283_6_1,7.0,1,1,37,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
284_1_1,8.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
284_3_1,7.0,1,1,40,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
284_5_1,7.0,1,1,45,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
284_6_1,6.0,1,1,44,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
284_8_1,6.0,2,1,67,4.0,,0,2,2.0,2.0,2,2.0,2.0
284_10_1,8.0,1,1,45,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
284_11_1,8.0,1,1,55,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
285_1_1,7.0,1,1,78,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
285_3_1,7.0,2,1,79,4.0,,0,2,1.0,2.0,2,2.0,2.0
285_4_1,7.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
285_6_1,7.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
285_8_1,7.0,1,1,42,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
290_1_1,3.0,1,1,37,1.0,1.0,0,2,5.0,1.0,2,4.0,2.0
296_10_1,5.0,1,1,48,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
296_12_1,6.0,1,1,71,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
297_1_1,5.0,2,1,64,1.0,2.0,0,2,3.0,2.0,2,3.0,2.0
297_3_1,7.0,1,1,80,1.0,2.0,0,2,2.0,2.0,2,2.0,2.0
297_5_2,5.0,2,2,36,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
297_7_2,5.0,2,2,61,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
297_8_2,5.0,2,2,59,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
297_11_1,4.0,1,1,57,1.0,2.0,0,2,3.0,2.0,2,4.0,2.0
300_7_1,2.0,1,1,47,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
300_9_1,5.0,1,1,61,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
302_4_1,4.0,2,1,24,5.0,,0,2,2.0,1.0,2,3.0,1.0
306_1_1,6.0,1,1,59,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
317_8_1,4.0,1,1,83,4.0,,0,2,2.0,2.0,2,2.0,2.0
319_2_1,4.0,2,1,63,2.0,2.0,0,2,1.0,2.0,2,2.0,2.0
331_1_1,4.0,1,1,29,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
332_8_1,3.0,1,1,32,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
333_4_1,3.0,1,1,32,1.0,1.0,3,2,2.0,1.0,2,2.0,1.0
335_1_1,5.0,1,1,72,1.0,2.0,0,2,2.0,2.0,2,2.0,2.0
335_2_1,3.0,1,1,39,1.0,1.0,0,1,,,1,,
335_4_1,6.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
335_7_1,3.0,1,1,81,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
335_8_1,4.0,1,1,50,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
335_10_1,3.0,1,1,73,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
337_2_2,5.0,2,2,58,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
337_7_1,3.0,1,1,29,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
339_5_1,6.0,1,1,56,1.0,1.0,0,2,2.0,1.0,2,5.0,2.0
340_4_1,3.0,1,1,36,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
340_5_1,3.0,1,1,67,4.0,,0,2,1.0,2.0,2,2.0,2.0
340_6_1,3.0,1,1,71,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
340_8_1,4.0,2,1,42,4.0,,0,2,2.0,1.0,2,2.0,2.0
341_1_1,4.0,1,1,48,4.0,,0,2,2.0,1.0,2,2.0,1.0
341_2_1,4.0,1,1,29,1.0,1.0,0,2,3.0,1.0,2,9.0,1.0
341_3_1,4.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
341_4_1,5.0,1,1,64,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
341_5_1,6.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
341_7_1,5.0,1,1,62,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
341_8_1,4.0,1,1,28,5.0,,0,1,,,1,,
342_1_2,3.0,2,2,49,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
342_2_1,4.0,1,1,53,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
342_8_1,4.0,1,1,50,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
345_9_1,4.0,1,1,28,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
346_1_1,3.0,1,1,60,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
346_3_1,3.0,1,1,31,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
346_5_2,4.0,2,2,22,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
346_6_1,3.0,1,1,27,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
346_7_1,3.0,1,1,43,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
347_5_1,3.0,1,1,35,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
357_1_2,4.0,2,1,41,1.0,1.0,3,2,2.0,1.0,2,2.0,2.0
361_1_1,5.0,1,1,76,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
361_4_1,5.0,1,1,30,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
361_5_1,4.0,1,1,38,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
361_6_1,4.0,1,1,31,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
361_7_1,6.0,1,1,42,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
361_8_1,6.0,2,1,24,1.0,2.0,0,2,3.0,1.0,2,3.0,2.0
361_9_1,6.0,1,1,35,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
361_10_1,5.0,1,1,64,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
362_1_2,3.0,2,2,26,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
362_3_2,4.0,2,2,46,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
362_4_1,5.0,1,1,42,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
362_6_1,3.0,1,1,53,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
362_7_1,5.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
362_8_2,3.0,2,2,33,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
363_1_2,3.0,2,2,33,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
363_3_1,5.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
363_5_1,4.0,1,1,39,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
363_6_1,3.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
363_8_1,4.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
364_1_1,5.0,1,1,33,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
364_3_1,4.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
364_4_2,3.0,2,7,46,4.0,,0,2,2.0,2.0,2,3.0,2.0
364_5_1,4.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
364_6_2,3.0,2,2,38,1.0,1.0,0,2,3.0,1.0,2,4.0,2.0
364_7_2,5.0,2,2,32,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
364_8_1,3.0,1,1,52,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
365_3_2,4.0,2,2,39,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
365_5_1,3.0,1,1,51,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
365_6_3,3.0,1,4,29,1.0,1.0,0,1,,,1,,
365_7_2,5.0,2,2,34,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
365_8_2,4.0,2,2,44,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
366_12_1,6.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
367_1_1,2.0,1,1,49,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
367_3_1,2.0,1,1,62,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
367_4_1,3.0,1,1,44,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
367_11_1,5.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
368_2_1,3.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
368_3_2,2.0,2,2,38,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
368_8_1,2.0,1,1,36,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
368_10_1,1.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
368_11_4,3.0,2,9,25,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
368_12_1,5.0,1,1,47,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
369_1_1,2.0,1,1,70,4.0,,0,2,2.0,2.0,2,2.0,2.0
369_2_2,4.0,2,2,45,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
369_4_1,4.0,1,1,39,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
369_6_1,5.0,1,1,45,1.0,1.0,0,1,,,2,2.0,2.0
369_10_1,2.0,1,1,47,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
370_1_1,6.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
370_3_1,2.0,1,1,34,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
370_4_1,1.0,1,1,44,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
370_5_1,2.0,1,1,60,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
370_8_1,2.0,1,1,45,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
371_2_1,6.0,1,1,50,1.0,1.0,0,1,,,2,5.0,2.0
371_4_1,2.0,1,1,40,1.0,1.0,0,1,,,2,2.0,2.0
371_6_1,3.0,1,1,75,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
371_7_1,3.0,2,1,61,4.0,,0,2,2.0,2.0,2,2.0,1.0
371_11_1,9.0,1,1,30,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
372_3_1,6.0,1,1,63,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
372_7_1,3.0,2,1,51,5.0,,0,2,2.0,2.0,2,2.0,2.0
372_8_1,5.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
372_10_4,2.0,2,9,27,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
372_12_1,5.0,1,1,58,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
373_6_1,4.0,1,1,31,1.0,1.0,0,1,,,2,1.0,2.0
374_1_2,7.0,2,2,50,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
374_4_2,4.0,2,2,44,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
374_5_1,4.0,2,1,57,4.0,,0,2,2.0,2.0,2,1.0,2.0
374_6_2,4.0,2,2,52,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
374_7_1,4.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
374_8_2,4.0,2,2,48,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
375_1_2,3.0,2,2,31,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
