psu,hh,idcode,Self_id,gender,family_role_group,age,age_group,marital_status,family_size_group,kids_group,structure_group,time_away,away_group,live_with_mother,mother_education,mother_education_group,mother_alive,mother_death_age,mother_current_age,live_with_father,father_education,father_education_group,father_alive,father_death_age,father_current_age,read,write,read_write,education,education_group,preschool,preschool_group,enrollment_grouping,last_schoolyear_age,under_19,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,Self_Rank
496,2,1,496_2_1,1,1,62,7,1,2,1,1,0,1,2,1,1,2,84,0,2,2,2,2,80,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,0,1,0,0,0,7
206,4,1,206_4_1,1,1,41,5,1,6,4,4,0,1,2,1,1,2,49,0,1,2,2,1,0,76,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,0,1,0,0,8
254,8,1,254_8_1,2,1,47,5,6,5,1,5,0,1,2,3,2,1,0,68,2,9,4,1,0,68,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
420,6,1,420_6_1,1,1,42,5,1,4,2,3,0,1,2,1,1,1,0,76,2,1,1,2,84,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
693,6,1,693_6_1,1,1,26,2,1,4,1,1,0,1,1,3,2,1,0,67,1,3,2,1,0,66,1,1,1,3,2,1,2,2,18,2,0,0,1,0,0,0,0,0,0,0,3
34,2,2,34_2_2,2,2,48,5,1,3,1,1,0,1,2,1,1,2,72,0,2,1,1,2,75,0,1,1,1,3,2,0,1,2,18,2,0,0,0,0,1,0,0,0,0,0,5
547,3,1,547_3_1,2,1,44,5,3,3,2,4,0,1,2,2,2,2,75,0,1,2,2,1,0,89,1,1,1,9,4,1,2,2,22,2,0,0,0,1,0,0,0,0,0,0,4
453,6,1,453_6_1,1,1,52,6,1,5,2,2,0,1,2,2,2,1,0,75,2,2,2,2,70,0,1,1,1,6,3,3,2,1,18,2,0,0,1,0,0,0,0,0,0,0,3
624,1,1,624_1_1,1,1,35,3,1,5,3,4,0,1,2,3,2,1,0,76,2,3,2,2,66,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
535,5,1,535_5_1,2,1,43,5,5,4,2,3,0,1,2,2,2,1,0,70,2,2,2,1,0,76,1,1,1,2,1,0,1,2,15,2,0,0,0,0,1,0,0,0,0,0,5
306,3,1,306_3_1,2,1,40,4,6,1,1,1,0,1,2,1,1,2,51,0,2,1,1,2,74,0,1,1,1,2,1,0,1,1,14,2,0,1,0,0,0,0,0,0,0,0,2
783,1,1,783_1_1,1,1,66,7,1,2,1,1,0,1,2,1,1,2,85,0,2,1,1,2,85,0,1,1,1,5,3,0,1,2,22,2,0,0,0,0,0,0,0,1,0,0,8
406,2,1,406_2_1,2,1,73,7,5,2,1,3,0,1,2,2,2,2,69,0,2,2,2,2,64,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
2,8,1,2_8_1,1,1,45,5,1,3,2,3,0,1,2,10,4,1,0,68,2,10,4,1,0,74,1,1,1,9,4,2,2,1,22,2,0,0,0,0,0,0,1,0,0,0,7
337,7,1,337_7_1,1,1,29,2,1,4,2,3,0,1,2,2,2,1,0,50,2,2,2,1,0,56,1,1,1,2,1,2,2,2,15,2,0,0,1,0,0,0,0,0,0,0,3
476,4,1,476_4_1,1,1,57,6,1,4,2,2,0,1,2,1,1,1,0,79,2,1,1,2,65,0,1,1,1,2,1,0,1,1,14,2,0,1,0,0,0,0,0,0,0,0,2
102,4,1,102_4_1,1,1,37,4,1,6,4,4,1,2,2,3,2,1,0,69,2,2,2,1,0,73,1,1,1,3,2,0,1,2,19,2,0,0,1,0,0,0,0,0,0,0,3
2,2,1,2_2_1,1,1,44,5,1,4,2,3,0,1,2,2,2,1,0,70,2,10,4,1,0,75,1,1,1,3,2,2,2,1,18,2,0,1,0,0,0,0,0,0,0,0,2
688,12,1,688_12_1,1,1,72,7,1,5,2,3,0,1,2,1,1,2,70,0,2,1,1,2,70,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
42,5,1,42_5_1,1,1,55,6,1,4,2,2,0,1,2,2,2,1,0,78,2,2,2,1,0,85,1,1,1,6,3,0,1,2,20,2,0,0,1,0,0,0,0,0,0,0,3
273,9,1,273_9_1,1,1,48,5,1,7,4,4,0,1,2,1,1,1,0,85,2,1,1,1,0,80,1,1,1,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
384,1,1,384_1_1,1,1,61,7,1,5,2,2,0,1,2,1,1,2,73,0,2,1,1,2,80,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
412,3,1,412_3_1,1,1,38,4,1,4,2,3,0,1,2,2,2,2,67,0,2,2,2,1,0,83,1,1,1,3,2,2,2,2,18,2,0,0,0,0,0,0,1,0,0,0,7
430,10,1,430_10_1,1,1,49,5,1,5,3,4,0,1,2,2,2,1,0,79,2,2,2,2,76,0,1,1,1,9,4,1,2,1,22,2,0,0,0,1,0,0,0,0,0,0,4
310,4,1,310_4_1,1,1,77,8,1,2,1,5,0,1,2,2,2,2,82,0,2,3,2,2,82,0,2,2,2,1,1,0,1,1,11,2,0,0,0,0,1,0,0,0,0,0,5
317,12,1,317_12_1,1,1,51,6,1,4,2,2,3,2,2,2,2,2,28,0,2,2,2,2,62,0,2,1,2,2,1,2,2,2,14,2,0,0,0,1,0,0,0,0,0,0,4
285,1,1,285_1_1,1,1,78,8,1,6,3,4,0,1,2,2,2,2,70,0,2,2,2,2,72,0,1,1,1,1,1,0,1,2,10,2,0,0,0,0,0,0,1,0,0,0,7
168,5,2,168_5_2,2,2,32,3,1,4,2,3,0,1,2,3,2,1,0,64,2,5,3,1,0,63,1,1,1,3,2,2,2,2,18,2,0,0,0,0,1,0,0,0,0,0,5
513,7,1,513_7_1,1,1,52,6,1,6,2,2,0,1,2,2,2,2,72,0,2,2,2,2,75,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,0,0,1,0,0,8
559,5,1,559_5_1,1,1,75,7,1,2,1,3,0,1,2,2,2,2,80,0,2,2,2,2,78,0,1,2,2,9,4,0,1,1,22,2,0,0,0,0,0,1,0,0,0,0,6
279,4,1,279_4_1,1,1,61,7,1,5,1,1,0,1,2,1,1,2,54,0,2,1,1,2,67,0,2,2,2,1,1,0,1,1,10,2,0,0,0,0,0,0,0,0,1,0,9
643,6,5,643_6_5,2,1,61,7,5,1,1,1,0,1,2,2,2,2,78,0,2,2,2,2,60,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
580,4,1,580_4_1,1,1,56,6,1,4,1,1,0,1,2,2,2,1,0,84,2,2,2,1,0,84,1,1,1,3,2,0,1,1,18,2,1,0,0,0,0,0,0,0,0,0,1
170,1,2,170_1_2,2,2,47,5,1,4,2,2,0,1,2,2,2,1,0,70,2,3,2,1,0,76,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,1,0,0,0,7
78,7,1,78_7_1,2,1,48,5,2,2,1,3,0,1,2,2,2,2,70,0,2,3,2,2,62,0,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
518,11,1,518_11_1,1,1,57,6,1,5,2,3,0,1,2,1,1,2,68,0,2,1,1,2,72,0,1,1,1,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
506,5,1,506_5_1,1,1,85,8,1,2,1,3,0,1,2,1,1,2,79,0,2,1,1,2,82,0,1,2,2,1,1,1,2,1,10,2,0,0,0,0,0,0,1,0,0,0,7
826,4,1,826_4_1,1,1,27,2,1,3,2,3,0,1,2,5,3,1,0,55,2,5,3,1,0,57,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,0,1,0,0,8
498,5,1,498_5_1,1,1,51,6,1,4,2,3,0,1,2,1,1,2,68,0,2,1,1,2,75,0,1,1,1,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
704,5,4,704_5_4,2,3,33,3,6,4,1,1,0,1,1,5,3,1,0,53,1,5,3,1,0,54,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
212,8,3,212_8_3,2,3,34,3,6,3,1,1,0,1,1,7,4,1,0,59,1,7,4,1,0,63,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,1,0,0,0,7
790,8,2,790_8_2,2,2,55,6,1,5,1,1,0,1,2,2,2,1,0,75,2,1,1,1,0,80,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
275,1,1,275_1_1,2,1,70,7,5,1,1,1,0,1,2,1,1,2,59,0,2,1,1,2,74,0,2,3,2,1,1,4,2,2,10,2,0,0,0,1,0,0,0,0,0,0,4
822,10,1,822_10_1,1,1,54,6,1,5,2,3,0,1,2,2,2,1,0,75,2,2,2,1,0,82,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
805,5,2,805_5_2,2,2,35,3,1,6,4,4,0,1,2,5,3,1,0,63,2,5,3,1,0,70,1,1,1,5,3,3,2,2,17,2,0,0,0,0,0,1,0,0,0,0,6
105,2,1,105_2_1,1,1,47,5,1,4,2,3,0,1,2,4,2,2,65,0,2,2,2,2,75,0,1,2,2,4,2,1,2,1,16,2,0,0,1,0,0,0,0,0,0,0,3
498,3,1,498_3_1,1,1,59,6,1,2,1,1,0,1,2,1,1,2,76,0,2,1,1,2,71,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
397,1,1,397_1_1,1,1,46,5,1,4,2,3,0,1,2,2,2,1,0,78,2,2,2,2,53,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
25,5,1,25_5_1,1,1,29,2,1,4,2,3,0,1,2,3,2,1,0,53,2,3,2,1,0,55,1,1,1,2,1,1,2,1,14,2,1,0,0,0,0,0,0,0,0,0,1
624,7,1,624_7_1,1,1,44,5,1,5,3,4,0,1,2,2,2,2,76,0,2,2,2,2,78,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
179,6,1,179_6_1,1,1,48,5,1,6,2,3,0,1,1,1,1,1,0,70,2,1,1,2,79,0,1,1,1,9,4,1,2,1,22,2,0,0,0,1,0,0,0,0,0,0,4
374,3,2,374_3_2,2,2,49,5,1,4,2,2,0,1,2,3,2,1,0,82,2,3,2,2,73,0,1,1,1,5,3,0,1,1,16,2,0,0,0,1,0,0,0,0,0,0,4
451,9,1,451_9_1,1,1,47,5,1,5,3,4,0,1,2,2,2,1,0,70,2,3,2,1,0,70,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
55,1,1,55_1_1,1,1,76,8,1,2,1,3,0,1,2,2,2,2,78,0,2,2,2,2,86,0,1,1,1,1,1,1,2,1,10,2,0,0,0,0,0,1,0,0,0,0,6
377,5,4,377_5_4,2,3,32,3,1,7,3,3,0,1,2,3,2,1,0,59,2,3,2,1,0,62,1,1,1,3,2,0,1,2,18,2,0,1,0,0,0,0,0,0,0,0,2
237,4,1,237_4_1,1,1,46,5,1,4,2,2,0,1,2,3,2,1,0,65,2,3,2,1,0,70,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
578,5,1,578_5_1,1,1,49,5,1,2,1,1,0,1,2,3,2,2,66,0,2,2,2,2,70,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
415,3,1,415_3_1,1,1,57,6,1,6,2,3,0,1,2,1,1,2,70,0,2,1,1,2,76,0,3,2,2,1,1,1,2,1,12,2,0,0,1,0,0,0,0,0,0,0,3
385,8,1,385_8_1,1,1,33,3,1,6,4,4,0,1,2,2,2,2,56,0,2,2,2,1,0,62,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
139,6,1,139_6_1,1,1,62,7,1,3,1,1,0,1,2,2,2,2,44,0,2,2,2,2,82,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
11,5,1,11_5_1,1,1,46,5,1,3,2,3,0,1,2,5,3,1,0,70,2,4,2,1,0,75,1,1,1,3,2,1,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
831,1,2,831_1_2,2,2,43,5,1,5,3,4,0,1,2,3,2,1,0,65,2,2,2,1,0,70,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
153,4,1,153_4_1,1,1,81,8,5,4,2,3,0,1,2,2,2,2,72,0,2,2,2,2,81,0,2,2,2,1,1,0,1,1,11,2,0,1,0,0,0,0,0,0,0,0,2
776,8,1,776_8_1,1,1,77,8,1,2,1,3,0,1,2,1,1,2,86,0,2,2,2,2,76,0,1,1,1,5,3,0,1,2,21,2,0,0,0,0,1,0,0,0,0,0,5
54,3,1,54_3_1,2,1,65,7,5,3,1,1,0,1,2,1,1,2,78,0,2,1,1,2,76,0,2,2,2,1,1,1,2,1,10,2,0,0,0,0,1,0,0,0,0,0,5
590,9,1,590_9_1,1,1,36,4,2,1,1,1,0,1,2,3,2,1,0,65,2,3,2,1,0,71,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
178,1,1,178_1_1,2,1,66,7,5,1,1,1,0,1,2,1,1,2,79,0,2,1,1,2,70,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
323,4,1,323_4_1,1,1,29,2,1,2,1,1,0,1,2,3,2,1,0,54,2,3,2,1,0,58,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
757,2,1,757_2_1,1,1,58,6,1,4,1,1,0,1,2,1,1,2,75,0,2,1,1,2,75,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
523,2,1,523_2_1,1,1,36,4,1,6,3,3,3,2,1,5,3,1,0,61,1,5,3,1,0,67,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
76,5,1,76_5_1,1,1,73,7,1,3,1,3,0,1,2,1,1,2,89,0,2,3,2,2,56,0,1,2,2,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
489,8,2,489_8_2,2,2,60,6,1,5,2,2,0,1,2,2,2,2,70,0,2,2,2,2,70,0,2,1,2,3,2,2,2,2,18,2,0,1,0,0,0,0,0,0,0,0,2
642,7,1,642_7_1,2,1,52,6,3,3,1,1,0,1,2,3,2,2,47,0,2,3,2,2,54,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
538,1,1,538_1_1,1,1,47,5,1,4,2,3,0,1,1,1,1,1,0,80,2,1,1,2,72,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
104,5,1,104_5_1,1,1,41,5,1,5,3,4,0,1,2,5,3,1,0,58,2,3,2,1,0,64,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
531,5,1,531_5_1,1,1,43,5,1,6,2,4,0,1,1,2,2,1,0,73,1,2,2,1,0,73,1,1,1,3,2,1,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
621,2,1,621_2_1,1,1,39,4,1,5,2,4,0,1,1,3,2,1,0,80,2,2,2,2,76,0,1,1,1,4,2,0,1,1,16,2,0,0,0,0,0,1,0,0,0,0,6
697,7,1,697_7_1,1,1,74,7,5,1,1,5,0,1,2,2,2,2,70,0,2,2,2,2,64,0,2,2,2,2,1,0,1,1,13,2,0,0,0,0,0,1,0,0,0,0,6
24,2,2,24_2_2,2,2,48,5,1,4,2,3,0,1,2,3,2,2,58,0,2,3,2,1,0,72,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
256,11,1,256_11_1,1,1,61,7,1,4,2,2,0,1,2,3,2,2,80,0,2,5,3,2,74,0,1,1,1,10,4,0,1,1,24,2,0,0,0,0,0,1,0,0,0,0,6
824,7,1,824_7_1,1,1,74,7,5,1,1,5,0,1,2,5,3,2,80,0,2,5,3,2,49,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,1,0,0,0,0,6
285,6,1,285_6_1,1,1,60,6,1,4,2,2,0,1,2,2,2,2,78,0,2,2,2,2,82,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,0,1,0,0,0,7
478,2,1,478_2_1,1,1,63,7,1,2,1,1,0,1,2,2,2,2,72,0,2,2,2,2,82,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
654,5,1,654_5_1,1,1,53,6,1,5,2,3,0,1,2,1,1,1,0,82,2,1,1,2,88,0,1,1,1,3,2,1,2,2,18,2,0,0,1,0,0,0,0,0,0,0,3
61,7,2,61_7_2,2,2,49,5,2,3,1,1,0,1,2,1,1,1,0,74,2,1,1,2,62,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
447,5,2,447_5_2,2,2,36,4,1,6,4,4,0,1,2,2,2,1,0,65,2,2,2,1,0,68,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,0,0,1,0,0,8
611,9,1,611_9_1,1,1,38,4,1,4,2,3,0,1,2,1,1,1,0,62,2,1,1,1,0,60,1,1,1,3,2,1,2,1,18,2,0,1,0,0,0,0,0,0,0,0,2
426,6,1,426_6_1,1,1,48,5,1,5,2,4,0,1,1,1,1,1,0,84,2,1,1,2,84,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,1,0,0,0,7
501,8,1,501_8_1,1,1,45,5,1,5,3,4,0,1,2,2,2,1,0,68,2,2,2,2,60,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
808,6,1,808_6_1,1,1,48,5,1,5,3,4,0,1,2,2,2,2,30,0,2,2,2,2,70,0,1,1,1,5,3,1,2,1,17,2,0,0,0,0,1,0,0,0,0,0,5
177,11,2,177_11_2,2,2,45,5,1,5,2,3,0,1,2,1,1,1,0,92,2,2,2,2,70,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
132,3,2,132_3_2,2,2,46,5,1,5,2,2,0,1,2,2,2,1,0,73,2,2,2,1,0,76,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
29,5,1,29_5_1,1,1,63,7,1,6,2,2,0,1,2,5,3,2,70,0,2,2,2,2,73,0,2,2,2,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
433,5,1,433_5_1,1,1,64,7,1,2,1,1,0,1,2,2,2,2,78,0,2,2,2,2,70,0,1,1,1,9,4,0,1,2,23,2,0,0,0,0,0,0,0,0,1,0,9
480,12,1,480_12_1,1,1,63,7,1,2,1,1,0,1,2,1,1,2,85,0,2,1,1,2,65,0,2,2,2,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
345,1,1,345_1_1,1,1,65,7,1,2,1,1,8,4,2,1,1,1,0,90,2,1,1,2,70,0,1,2,2,5,3,0,1,1,16,2,0,0,0,1,0,0,0,0,0,0,4
532,2,1,532_2_1,1,1,49,5,1,4,2,3,0,1,2,1,1,1,0,68,2,1,1,1,0,87,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
419,9,1,419_9_1,1,1,45,5,1,5,3,4,0,1,2,2,2,1,0,70,2,2,2,1,0,72,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,0,1,0,0,8
169,4,2,169_4_2,2,2,47,5,1,3,2,3,0,1,2,5,3,1,0,71,2,8,3,1,0,73,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,1,0,0,0,7
493,7,1,493_7_1,1,1,40,4,1,2,1,1,0,1,2,1,1,1,0,66,2,2,2,1,0,70,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,0,1,0,0,0,7
515,8,2,515_8_2,2,2,50,5,1,3,2,3,0,1,2,2,2,2,66,0,2,2,2,2,72,0,1,1,1,3,2,1,2,2,18,2,0,0,0,0,1,0,0,0,0,0,5
527,1,1,527_1_1,2,1,69,7,5,2,1,1,0,1,2,1,1,2,70,0,2,1,1,2,70,0,2,2,2,1,1,1,2,1,10,2,0,0,0,0,1,0,0,0,0,0,5
182,5,1,182_5_1,1,1,68,7,1,2,1,1,0,1,2,1,1,2,76,0,2,1,1,2,65,0,2,2,2,1,1,0,1,1,10,2,0,0,1,0,0,0,0,0,0,0,3
353,7,1,353_7_1,2,1,55,6,3,3,1,1,0,1,2,3,2,1,0,77,2,2,2,1,0,78,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
676,6,2,676_6_2,2,2,72,7,1,3,1,4,0,1,2,2,2,2,80,0,2,2,2,2,84,0,2,2,2,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
461,8,1,461_8_1,1,1,51,6,1,5,2,3,0,1,2,2,2,1,0,70,2,2,2,1,0,73,1,1,1,9,4,1,2,1,22,2,0,0,0,1,0,0,0,0,0,0,4
246,8,1,246_8_1,1,1,43,5,1,5,3,4,0,1,2,4,2,2,52,0,2,4,2,2,65,0,1,1,1,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
388,1,1,388_1_1,1,1,45,5,1,4,2,2,0,1,2,2,2,1,0,75,2,2,2,1,0,77,1,1,1,9,4,0,1,2,22,2,0,0,0,1,0,0,0,0,0,0,4
492,7,1,492_7_1,1,1,48,5,1,3,2,3,0,1,2,3,2,1,0,80,2,1,1,2,76,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,0,1,0,0,0,7
32,8,1,32_8_1,1,1,62,7,1,6,2,3,0,1,1,1,1,1,0,85,2,1,1,2,75,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
660,3,1,660_3_1,1,1,47,5,1,4,2,3,0,1,2,2,2,2,90,0,2,2,2,2,94,0,1,1,1,2,1,1,2,1,14,2,0,1,0,0,0,0,0,0,0,0,2
507,5,1,507_5_1,1,1,47,5,1,4,2,3,0,1,2,3,2,2,82,0,2,3,2,2,72,0,1,1,1,3,2,1,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
226,2,1,226_2_1,1,1,44,5,1,5,2,3,0,1,2,2,2,1,0,68,2,2,2,1,0,75,1,1,1,2,1,0,1,1,14,2,1,0,0,0,0,0,0,0,0,0,1
28,6,1,28_6_1,1,1,61,7,1,2,1,1,0,1,2,1,1,2,85,0,2,1,1,2,63,0,1,1,1,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
675,10,2,675_10_2,2,2,57,6,1,4,2,2,0,1,2,2,2,1,0,88,2,4,2,1,0,91,1,2,2,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
530,10,1,530_10_1,2,1,53,6,5,3,1,1,0,1,2,1,1,2,79,0,2,1,1,2,80,0,1,1,1,5,3,0,1,1,17,2,0,0,0,0,0,1,0,0,0,0,6
9,2,2,9_2_2,2,2,45,5,1,4,2,2,0,1,2,2,2,1,0,65,2,2,2,1,0,70,1,2,2,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
604,6,1,604_6_1,1,1,51,6,1,4,2,3,0,1,1,2,2,1,0,77,2,2,2,2,72,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
792,8,1,792_8_1,2,1,75,7,5,1,1,5,0,1,2,1,1,2,84,0,2,1,1,2,48,0,1,1,1,2,1,0,1,1,13,2,0,0,0,1,0,0,0,0,0,0,4
314,7,1,314_7_1,1,1,64,7,1,2,1,1,0,1,2,3,2,2,73,0,2,4,2,2,66,0,1,1,1,3,2,3,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
785,7,1,785_7_1,2,1,56,6,5,2,1,1,0,1,2,2,2,1,0,83,2,1,1,2,80,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
803,5,1,803_5_1,1,1,35,3,1,3,2,3,0,1,2,2,2,1,0,59,2,2,2,1,0,61,1,1,1,2,1,2,2,2,14,2,0,0,0,0,1,0,0,0,0,0,5
356,4,1,356_4_1,1,1,51,6,1,4,2,3,0,1,2,6,3,2,58,0,2,2,2,2,67,0,1,1,1,3,2,1,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
805,6,2,805_6_2,2,2,47,5,1,4,2,3,0,1,2,2,2,1,0,74,2,2,2,2,54,0,1,1,1,3,2,0,1,2,18,2,0,1,0,0,0,0,0,0,0,0,2
150,11,1,150_11_1,1,1,47,5,1,4,2,3,0,1,2,4,2,2,62,0,2,3,2,2,62,0,2,2,2,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
607,6,1,607_6_1,1,1,42,5,1,4,2,3,0,1,2,1,1,1,0,76,2,1,1,2,44,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
604,3,1,604_3_1,1,1,67,7,1,2,1,1,0,1,2,1,1,2,84,0,2,1,1,2,63,0,2,2,2,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
311,12,1,311_12_1,2,1,56,6,5,3,1,1,0,1,2,2,2,2,78,0,2,3,2,2,61,0,1,1,1,3,2,2,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
207,5,1,207_5_1,1,1,54,6,1,6,2,3,0,1,2,1,1,2,74,0,2,1,1,2,70,0,1,1,1,1,1,0,1,1,12,2,0,0,0,0,1,0,0,0,0,0,5
685,3,1,685_3_1,1,1,45,5,1,5,3,4,0,1,2,1,1,2,60,0,2,1,1,2,70,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
643,7,2,643_7_2,2,2,66,7,1,2,1,1,0,1,2,5,3,2,73,0,2,9,4,2,81,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
610,8,1,610_8_1,1,1,40,4,1,6,4,4,0,1,2,1,1,1,0,77,2,1,1,2,65,0,1,1,1,5,3,1,2,1,17,2,0,0,1,0,0,0,0,0,0,0,3
503,5,1,503_5_1,1,1,66,7,1,3,1,1,0,1,2,1,1,2,80,0,2,1,1,2,78,0,1,1,1,2,1,0,1,1,13,2,0,0,0,1,0,0,0,0,0,0,4
324,3,1,324_3_1,2,1,76,8,5,5,2,4,0,1,2,2,2,2,80,0,2,2,2,2,60,0,1,1,1,1,1,3,2,1,11,2,0,0,0,0,1,0,0,0,0,0,5
301,9,1,301_9_1,2,1,73,7,5,1,1,5,0,1,2,2,2,2,45,0,2,1,1,2,59,0,1,1,1,2,1,0,1,1,13,2,0,0,0,1,0,0,0,0,0,0,4
377,6,1,377_6_1,1,1,46,5,1,6,3,3,0,1,2,2,2,2,58,0,2,2,2,1,0,83,1,1,1,2,1,0,1,2,14,2,0,1,0,0,0,0,0,0,0,0,2
207,3,1,207_3_1,1,1,65,7,1,2,1,1,0,1,2,1,1,2,89,0,2,1,1,2,70,0,1,1,1,6,3,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
413,5,1,413_5_1,1,1,78,8,1,6,2,4,0,1,2,2,2,2,55,0,2,2,2,2,78,0,2,2,2,1,1,0,1,2,11,2,0,0,0,0,0,1,0,0,0,0,6
48,1,1,48_1_1,1,1,58,6,1,2,1,1,0,1,2,2,2,2,56,0,2,2,2,2,71,0,1,1,1,3,2,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
