uid,literate,attended_school,highest_school_lvl,preschool,finish_school_age,school_transportation_time,school_transportation_cost,school_expenses,is_student,not_attend_reason1_2,not_attend_reason1_3,not_attend_reason1_4,not_attend_reason1_5,not_attend_reason1_6,not_attend_reason1_7,not_attend_reason1_8,not_attend_reason1_9,not_attend_reason1_10,not_attend_reason1_11,not_attend_reason1_12,not_attend_reason1_13,not_attend_reason1_14,not_attend_reason2_2,not_attend_reason2_3,not_attend_reason2_4,not_attend_reason2_5,not_attend_reason2_6,not_attend_reason2_7,not_attend_reason2_8,not_attend_reason2_9,not_attend_reason2_10,not_attend_reason2_11,not_attend_reason2_12,not_attend_reason2_13,not_attend_reason2_14,school_type_2,school_type_3,transport_2,transport_3,transport_4,fam_role_2,fam_role_3,fam_role_4,fam_role_5,fam_role_6,fam_role_7,fam_role_8,fam_role_9,fam_role_10,fam_role_11,fam_role_12,fam_role_13,fam_role_14,marital_status_2,marital_status_3,marital_status_4,marital_status_5,poverty_score_y,sex,age,time_away,lives_with_partner,lives_with_parent,parents_education,num_parents_alive
667_5_1,True,1,1.0,0.0,16.0,39.0,0.0,754438.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,True,34,0,True,False,2.0,1
696_7_1,True,1,2.0,1.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,34,0,True,False,5.0,0
786_7_3,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,34,0,True,True,2.19,0
209_7_1,True,1,4.0,0.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,True,34,0,True,False,5.0,2
242_2_2,True,1,5.0,0.0,23.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,34,0,True,False,3.0,2
137_9_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,35,0,True,True,2.19,0
161_1_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,35,0,True,False,2.0,1
629_4_2,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,35,0,True,False,1.0,1
546_3_1,True,1,1.0,3.0,15.0,39.0,0.0,754438.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,35,0,True,False,3.0,2
831_3_2,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,35,0,True,False,1.5,2
787_4_1,True,1,4.0,0.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,35,0,True,False,2.5,0
375_5_2,True,1,5.0,0.0,22.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,35,0,True,False,7.0,2
174_8_2,True,1,2.0,3.0,16.0,39.0,0.0,754438.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,36,0,True,False,3.0,0
14_9_1,True,1,2.0,4.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,36,0,True,False,5.0,1
277_9_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,True,36,0,True,False,3.0,2
460_3_1,True,1,2.0,1.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,True,36,8,True,False,2.5,2
813_3_2,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,36,0,True,False,3.5,2
123_2_1,True,1,2.0,1.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,36,0,True,False,1.5,2
688_9_1,True,1,1.0,0.0,16.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,37,0,True,True,2.19,0
290_1_1,True,1,2.0,3.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,37,0,True,False,4.5,1
403_8_3,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,True,37,2,False,True,2.19,0
192_4_2,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,38,0,True,False,3.0,2
598_2_1,True,1,4.0,0.0,17.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,38,0,True,False,2.0,1
72_4_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,38,0,True,True,2.19,0
788_6_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,38,0,True,False,1.5,2
210_5_3,True,1,4.0,0.0,20.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,True,38,3,True,True,2.19,0
689_1_2,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,39,0,True,False,2.0,2
812_11_2,True,1,3.0,0.0,17.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,39,0,True,False,1.5,2
524_7_1,True,1,2.0,1.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,39,0,True,False,2.5,2
689_8_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,39,0,True,False,2.5,1
386_4_1,True,1,5.0,0.0,24.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,39,0,True,False,2.5,1
14_8_1,True,1,1.0,3.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,40,0,True,False,2.0,0
785_4_2,True,1,1.0,0.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,40,0,True,False,3.0,2
46_6_1,True,1,2.0,1.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,40,0,True,False,3.0,2
756_5_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,40,0,True,False,2.0,1
778_5_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,True,40,0,True,False,2.0,2
209_4_3,True,1,4.0,0.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,40,0,False,True,2.19,0
210_4_1,True,1,5.0,0.0,23.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,40,0,True,False,3.0,1
827_10_2,True,1,5.0,0.0,24.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,40,0,True,False,3.0,2
210_3_1,True,1,5.0,0.0,25.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,True,40,1,True,False,5.0,2
616_4_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,41,0,True,False,2.0,1
786_9_2,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,41,0,True,False,2.5,2
634_10_2,True,1,1.0,1.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,41,0,True,False,3.5,1
679_3_2,True,1,5.0,2.0,22.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,41,0,False,True,2.19,0
416_5_1,True,1,1.0,1.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4.0,True,42,0,True,False,1.0,2
524_2_1,True,1,1.0,1.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,42,0,True,True,2.19,0
779_4_1,False,1,1.0,0.0,16.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,42,0,True,False,2.0,1
701_7_1,True,1,2.0,0.0,17.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,42,0,True,False,2.0,2
13_6_1,True,1,2.0,4.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,42,0,False,False,2.5,1
741_4_2,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,42,0,True,False,2.0,1
801_6_1,True,1,2.0,2.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,42,0,True,True,2.19,0
813_2_2,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,42,0,True,False,2.5,2
828_2_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,42,0,True,False,2.5,1
834_7_1,True,1,5.0,2.0,22.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,42,0,False,False,1.5,0
265_1_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,43,0,True,False,2.5,1
735_8_2,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,43,0,True,False,2.0,2
535_2_1,True,1,1.0,0.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,43,0,True,False,1.0,0
535_5_1,True,1,1.0,0.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.0,False,43,0,False,False,2.0,2
779_8_1,True,1,1.0,0.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,43,0,False,False,2.0,1
528_3_1,True,1,3.0,0.0,17.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,43,0,True,False,2.5,1
786_4_3,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,43,0,True,False,3.0,1
596_2_1,True,1,2.0,2.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,True,43,2,True,False,3.0,1
14_5_2,True,1,1.0,2.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.0,False,44,0,True,False,3.0,0
523_7_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,44,0,False,False,1.0,1
831_2_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,44,0,True,False,3.0,1
661_6_1,True,1,1.0,0.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,45,0,True,True,2.19,0
811_2_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,45,0,True,True,2.19,0
814_3_2,True,1,5.0,0.0,37.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,45,0,True,False,2.0,1
71_8_1,True,1,1.0,1.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,True,46,7,True,False,1.0,1
781_6_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,46,0,True,False,2.0,1
45_10_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,46,0,True,False,2.0,2
700_2_3,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,46,0,True,True,2.19,0
664_10_1,True,1,2.0,0.0,19.0,39.0,0.0,754438.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,46,0,True,False,1.0,1
785_3_2,True,1,1.0,0.0,10.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,47,0,True,False,3.0,2
197_5_1,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4.0,True,47,2,True,True,2.19,0
535_4_2,True,1,1.0,0.0,15.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,47,0,True,False,2.0,2
378_2_2,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0,False,47,0,True,False,2.0,0
784_7_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0,True,47,0,True,False,2.5,2
812_1_2,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,47,0,True,False,2.5,2
16_5_1,False,1,1.0,0.0,12.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,48,0,False,True,2.19,0
661_4_1,True,1,1.0,0.0,16.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,48,0,True,False,1.5,1
374_8_2,True,1,1.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,48,0,True,False,1.5,1
773_2_1,True,1,4.0,0.0,18.0,39.0,0.0,754438.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,48,0,True,False,1.0,2
810_5_1,True,1,2.0,0.0,18.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,48,0,True,False,2.0,2
634_5_2,True,1,2.0,0.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,48,0,True,False,3.0,1
693_3_1,True,1,2.0,1.0,19.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,48,0,False,False,1.0,0
700_10_3,True,1,5.0,0.0,25.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,True,48,0,False,True,2.19,0
789_5_2,True,1,1.0,0.0,14.0,39.0,0.0,754438.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,49,0,True,False,2.0,2
