read,write,attended_school,highest_diploma,preschool,lives_with_partner,lives_with_mother,mother_education,mother_alive,lives_with_father,father_education,father_alive,age,male,not_enrolled_for_economic_reasons,marital_status_1,marital_status_2,marital_status_3,marital_status_4,marital_status_5,family_role_1,family_role_2,family_role_3,family_role_4,family_role_6,family_role_7,family_role_8,family_role_9,family_role_10
True,True,True,3,0,True,True,1,True,True,1,True,51,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,6,0,True,True,1,True,True,1,False,51,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,True,True,2,False,True,3,False,52,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,True,True,1,False,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,2,True,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,2,False,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,True,True,1,False,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,False,True,2,False,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,2,True,True,3,True,True,3,False,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,False,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,0,True,True,3,True,True,2,True,52,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,1,True,53,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,5,0,True,True,1,False,True,2,False,53,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,0,False,True,2,False,True,2,False,53,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,2,False,True,2,True,54,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,3,False,54,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,False,True,2,True,True,2,False,54,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,False,True,1,False,54,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,False,True,2,False,54,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,2,False,54,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,False,55,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,False,55,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,False,55,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,1,False,55,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,True,True,2,False,True,2,False,55,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,3,True,55,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,False,True,1,False,55,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,2,True,True,2,False,True,1,False,56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,False,56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,False,True,1,False,56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,1,False,56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,6,0,True,True,3,False,True,2,False,56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,0,True,True,2,True,True,2,True,56,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,False,57,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,False,True,3,False,57,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,2,False,57,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,6,0,True,True,2,False,True,2,False,57,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,0,False,True,1,True,True,1,False,58,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,1,0,True,True,1,False,True,1,False,58,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,2,1,False,True,2,False,True,1,False,58,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,False,True,2,False,58,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,False,True,1,False,58,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,False,True,2,False,58,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,False,True,9,False,58,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,False,True,1,False,58,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,False,True,3,True,True,2,False,58,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,False,True,2,True,True,7,False,58,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,2,True,True,1,False,True,1,False,59,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,True,True,2,False,True,2,False,59,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,1,False,59,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,4,0,True,True,1,False,True,1,True,59,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,False,True,3,False,59,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,True,3,0,True,True,2,True,True,1,False,59,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,6,0,True,True,2,True,True,2,False,59,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,False,True,1,False,True,2,False,60,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,2,True,True,2,True,True,2,False,60,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,True,61,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,False,True,3,False,True,2,False,61,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,2,False,62,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,False,11,False,True,1,False,62,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,1,False,62,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,False,True,1,False,62,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,False,True,1,False,62,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,1,False,64,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,True,2,0,True,True,1,False,True,1,False,65,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,False,True,2,False,True,2,False,65,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,1,False,67,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,True,2,0,True,True,1,False,True,3,False,68,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,False,True,2,False,True,3,False,68,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,False,True,1,False,True,1,False,70,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,False,True,2,False,70,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,1,2,True,True,1,False,True,1,False,72,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,True,True,3,0,True,True,1,False,True,1,False,73,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,0,False,True,1,False,True,1,False,76,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,True,True,3,0,True,True,1,False,True,1,False,78,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,1,0,False,False,11,False,True,2,False,29,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,3,1,True,True,3,True,True,3,True,33,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,3,True,44,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,2,False,True,2,False,47,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,False,True,3,True,True,5,True,29,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,2,True,31,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,True,True,1,False,42,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,False,45,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,True,True,3,0,False,True,3,True,True,3,True,47,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,False,True,2,False,True,2,False,52,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,False,True,1,False,60,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,True,2,0,True,True,2,False,True,2,False,62,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,0,True,True,1,False,True,1,False,79,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,1,False,True,1,False,True,1,False,88,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,False,True,2,True,True,3,False,45,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,6,0,True,True,1,False,True,1,False,70,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,0,True,True,2,False,True,2,False,78,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,False,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,3,0,True,True,3,True,True,3,True,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,2,0,True,True,1,True,True,1,True,31,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,1,True,True,1,True,31,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,3,True,31,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,3,True,32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,3,2,True,True,3,True,True,3,True,33,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,3,True,True,2,True,True,2,True,35,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,2,False,True,3,True,True,2,True,36,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,True,36,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,False,True,2,True,37,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,3,False,37,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,2,True,True,4,True,True,4,True,37,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,2,True,True,3,True,True,2,True,38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,2,0,True,True,1,True,True,1,True,38,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,False,11,False,False,11,False,38,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,2,False,38,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,False,True,4,True,39,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,1,True,True,1,True,39,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,1,True,True,1,True,True,1,False,39,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,True,False,11,False,True,3,False,40,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,2,False,True,2,True,True,2,False,41,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,False,41,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,3,True,41,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,2,True,True,2,True,43,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,True,1,0,True,True,2,True,True,1,True,45,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,True,47,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,True,True,8,False,47,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,False,True,3,False,48,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,3,False,48,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,3,True,True,4,True,True,5,True,48,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,2,True,True,3,True,True,3,False,48,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,True,2,0,True,True,1,False,True,1,False,49,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,1,True,True,1,False,49,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,2,True,True,3,False,True,2,False,49,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,2,False,50,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,False,True,2,False,True,3,False,51,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,3,2,True,True,1,False,True,1,False,51,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,5,True,True,2,True,52,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,2,True,True,2,False,True,2,False,52,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,False,True,2,False,53,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,2,False,True,2,False,54,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,3,False,55,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,1,False,True,1,False,57,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,4,1,True,True,3,False,True,5,False,59,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,1,True,True,2,False,60,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,True,True,3,2,True,True,2,False,True,2,False,60,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,True,True,2,True,True,2,False,61,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,5,0,True,True,3,False,True,3,False,61,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,True,True,6,2,False,True,1,False,True,2,False,63,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,4,1,True,True,2,False,True,3,False,65,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,True,True,3,False,True,3,False,66,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,5,0,True,True,1,False,True,1,False,66,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,1,True,True,2,False,67,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,0,True,True,1,False,True,1,False,70,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,1,0,True,True,2,False,True,1,False,72,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,0,True,True,1,False,True,2,False,72,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,False,True,2,False,True,2,False,72,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,True,2,0,True,True,2,False,True,2,False,72,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,2,False,True,2,False,True,2,False,83,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,3,True,True,3,True,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,10,True,True,10,True,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,7,0,True,True,5,True,True,5,True,24,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,2,True,True,5,True,True,5,True,24,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,True,True,4,True,25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,3,True,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,False,False,11,False,False,11,False,25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
True,True,True,2,3,True,True,3,True,True,3,True,25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,True,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,5,1,False,False,11,False,True,5,False,25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,3,1,False,True,3,False,False,11,False,25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,3,3,True,True,2,True,True,5,True,25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,False,False,11,False,True,3,False,25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,5,True,True,5,True,25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,7,1,True,False,11,False,False,11,False,25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,7,2,False,False,11,False,False,11,False,25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
True,True,True,7,0,True,True,4,True,True,6,True,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,9,0,True,True,3,True,True,3,True,25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,0,False,True,3,True,True,3,True,25,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
True,True,True,9,1,False,False,11,False,False,11,False,25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,8,1,True,True,3,True,True,3,True,25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,8,1,True,True,2,True,True,3,True,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,8,1,True,True,3,True,True,2,True,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,True,1,1,True,False,11,False,True,1,False,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,1,1,True,False,11,False,True,1,False,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,True,True,3,True,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,True,26,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,3,True,26,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,False,True,7,True,True,9,True,26,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,3,True,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,3,True,True,2,True,True,2,True,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,3,True,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,3,True,True,3,True,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,3,True,26,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,3,True,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,3,2,False,False,11,False,False,11,False,26,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,3,True,26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,3,True,26,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,3,True,26,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,7,1,True,False,11,False,False,11,False,26,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,9,2,False,True,3,False,False,11,False,26,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,1,1,True,True,7,True,True,7,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,False,11,False,False,11,False,27,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,2,1,True,False,11,False,False,11,False,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,2,1,True,False,11,False,False,11,False,27,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,2,1,True,False,11,False,False,11,False,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,False,27,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,False,11,False,True,2,False,27,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,3,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,0,False,False,11,False,False,11,False,27,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,3,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,1,True,True,3,True,True,3,True,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,3,3,True,False,11,False,False,11,False,27,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,3,1,True,True,2,True,True,3,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,2,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,7,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,1,True,True,3,True,True,3,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,0,True,True,3,True,True,3,False,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,7,0,True,True,3,True,True,3,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,9,0,True,True,3,True,True,3,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,1,False,False,11,False,False,11,False,27,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,9,1,False,True,3,True,True,3,True,27,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
True,True,True,9,0,False,False,11,False,False,11,False,27,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,True,9,1,True,True,2,True,True,3,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,9,0,True,True,5,True,True,5,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,9,0,True,False,11,False,True,3,False,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,2,True,True,5,True,True,5,True,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,9,0,True,True,5,True,True,5,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,9,3,True,True,2,True,True,4,True,27,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,True,1,1,True,True,3,True,True,2,True,28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,True,True,3,True,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,2,True,True,5,True,28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,True,True,3,True,True,3,True,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,2,2,True,True,3,True,True,3,True,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,False,11,False,False,11,False,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,2,True,True,2,True,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,1,True,True,1,True,True,1,False,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,False,11,False,True,2,False,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,2,0,True,True,3,True,True,3,True,28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,2,1,False,False,11,False,True,1,False,28,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,2,True,28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,1,True,False,11,False,True,2,False,28,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,2,True,28,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,3,0,True,True,2,True,True,1,True,28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,3,2,True,True,3,True,True,3,True,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,3,0,False,False,11,False,False,11,False,28,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
